MAL_ID	Name	Score	Genders	English name	Japanese name	Type	Episodes	Aired	Premiered	Producers	Licensors	Studios	Source	Duration	Rating	Ranked	Popularity	Members	Favorites	Watching	Completed	On-Hold	Dropped	Plan to Watch	Score-10	Score-9	Score-8	Score-7	Score-6	Score-5	Score-4	Score-3	Score-2	Score-1	Theme	Demographic	Themes	Genre	Spanish	French	German	Demographics	Previewed
3444	The☆Ultraman		Action, Sci-Fi, Space, Super Power	Unknown	ザ☆ウルトラマン	TV	50	Apr 4, 1979 to Mar 26, 1980	Spring 1979	TBS, Tsuburaya Productions	Mill Creek Entertainment	Sunrise	Other	25 min. per ep.	PG-13 - Teens 13 or older	"7145"	9293	3490	10	233	1181	150	274	1652	68	60	112	213	201	135	68	20	14	23			"Space
           

            Space
           
           ,
           
            Super Power
           

            Super Power"						
3444	The☆Ultraman		Action, Sci-Fi, Space, Super Power	Unknown	ザ☆ウルトラマン	TV	50	Apr 4, 1979 to Mar 26, 1980	Spring 1979	TBS, Tsuburaya Productions	Mill Creek Entertainment	Sunrise	Other	25 min. per ep.	PG-13 - Teens 13 or older	"7145"	9293	3490	10	233	1181	150	274	1652	68	60	112	213	201	135	68	20	14	23			"Space
           

            Space
           
           ,
           
            Super Power
           

            Super Power"						
3525	Extra		Action, Avant Garde, Horror, Sci-Fi, Music	Extra	EXTRA (エクストラ)	Music	1	Jan 1, 1995	Unknown	Unknown	Unknown	Studio 4°C	Original	3 min.	R - 17+ (violence & profanity)	"N/A"	8297	4945	5	96	4072	30	60	687	116	115	300	624	710	486	266	138	87	81	"Music
           

            Music"								
3525	Extra		Action, Avant Garde, Horror, Sci-Fi, Music	Extra	EXTRA (エクストラ)	Music	1	Jan 1, 1995	Unknown	Unknown	Unknown	Studio 4°C	Original	3 min.	R - 17+ (violence & profanity)	"N/A"	8297	4945	5	96	4072	30	60	687	116	115	300	624	710	486	266	138	87	81	"Music
           

            Music"								
3560	Karen		Hentai	Karen	カレン	OVA	1	Aug 18, 2002	Unknown	Five Ways	NuTech Digital	Shinjukuza	Manga	25 min.	Rx - Hentai	"N/A"	9371	3406	6	183	2250	102	144	727	95	55	150	252	343	304	142	92	58	49				"Hentai
           

            Hentai"					
3560	Karen		Hentai	Karen	カレン	OVA	1	Aug 18, 2002	Unknown	Five Ways	NuTech Digital	Shinjukuza	Manga	25 min.	Rx - Hentai	"N/A"	9371	3406	6	183	2250	102	144	727	95	55	150	252	343	304	142	92	58	49				"Hentai
           

            Hentai"					
3597	Fantasia		Comedy, Drama, Fantasy, Romance	Girl from Phantasia	ふぁんたじあ	OVA	1	Nov 26, 1993	Unknown	Starchild Records	ADV Films	Production I.G	Manga	28 min.	PG-13 - Teens 13 or older	"11803"	9876	2839	1	92	1729	46	83	889	49	33	57	162	276	302	204	107	57	36									
3597	Fantasia		Comedy, Drama, Fantasy, Romance	Girl from Phantasia	ふぁんたじあ	OVA	1	Nov 26, 1993	Unknown	Starchild Records	ADV Films	Production I.G	Manga	28 min.	PG-13 - Teens 13 or older	"11803"	9876	2839	1	92	1729	46	83	889	49	33	57	162	276	302	204	107	57	36									
3707	Soukou Kijo Iris		Hentai	Unknown	装甲騎女イリス	OVA	4	Nov 24, 2007 to Sep 27, 2009	Unknown	Pixy	Unknown	Anime Antenna Iinkai	Visual novel	27 min. per ep.	Rx - Hentai	"N/A"	7446	6434	42	686	3241	326	263	1918	225	214	335	490	413	289	138	57	49	56				"Hentai
           

            Hentai"					
3707	Soukou Kijo Iris		Hentai	Unknown	装甲騎女イリス	OVA	4	Nov 24, 2007 to Sep 27, 2009	Unknown	Pixy	Unknown	Anime Antenna Iinkai	Visual novel	27 min. per ep.	Rx - Hentai	"N/A"	7446	6434	42	686	3241	326	263	1918	225	214	335	490	413	289	138	57	49	56				"Hentai
           

            Hentai"					
3778	Yuukan Club		Comedy, Mystery, School, Shoujo	Unknown	有閑倶楽部	OVA	2	Jul 25, 1991 to Dec 14, 1991	Unknown	Magic Bus	Unknown	Madhouse	Manga	35 min. per ep.	PG-13 - Teens 13 or older	"10570"	12483	1188	2	53	534	30	87	484	18	10	25	65	87	80	31	18	48	11	"School
           

            School"	"Shoujo
           

            Shoujo"							
3778	Yuukan Club		Comedy, Mystery, School, Shoujo	Unknown	有閑倶楽部	OVA	2	Jul 25, 1991 to Dec 14, 1991	Unknown	Magic Bus	Unknown	Madhouse	Manga	35 min. per ep.	PG-13 - Teens 13 or older	"10570"	12483	1188	2	53	534	30	87	484	18	10	25	65	87	80	31	18	48	11	"School
           

            School"	"Shoujo
           

            Shoujo"							
3881	Majokko Tickle		Comedy	Unknown	魔女っ子チックル	TV	45	Mar 6, 1978 to Jan 29, 1979	Spring 1978	Unknown	Unknown	Toei Animation	Original	24 min. per ep.	G - All Ages	"8026"	11899	1453	3	106	443	60	160	684	32	17	30	52	72	56	33	8	8	12				"Comedy
           

            Comedy"					
3881	Majokko Tickle		Comedy	Unknown	魔女っ子チックル	TV	45	Mar 6, 1978 to Jan 29, 1979	Spring 1978	Unknown	Unknown	Toei Animation	Original	24 min. per ep.	G - All Ages	"8026"	11899	1453	3	106	443	60	160	684	32	17	30	52	72	56	33	8	8	12				"Comedy
           

            Comedy"					
3914	1001 Nights		Avant Garde, Fantasy, Romance, Mythology	Unknown	1001 Nights	Movie	1	Apr 24, 1999	Unknown	Unknown	Unknown	Unknown	Other	24 min.	R+ - Mild Nudity	"7806"	5302	14919	54	379	7580	160	250	6550	297	368	782	1230	1250	815	382	193	166	142	"Mythology
           

            Mythology"								
3914	1001 Nights		Avant Garde, Fantasy, Romance, Mythology	Unknown	1001 Nights	Movie	1	Apr 24, 1999	Unknown	Unknown	Unknown	Unknown	Other	24 min.	R+ - Mild Nudity	"7806"	5302	14919	54	379	7580	160	250	6550	297	368	782	1230	1250	815	382	193	166	142	"Mythology
           

            Mythology"								
3998	Tokumu Sousakan Rei & Fuko		Horror, Supernatural, Hentai	Rei and Fuko	特務捜査官レイ & 風子	OVA	4	Oct 10, 2006 to Feb 29, 2008	Unknown	Pixy	Unknown	Anime Antenna Iinkai	Visual novel	26 min. per ep.	Rx - Hentai	"N/A"	9198	3600	5	358	1695	183	187	1177	84	76	142	229	233	170	96	48	23	47									
3998	Tokumu Sousakan Rei & Fuko		Horror, Supernatural, Hentai	Rei and Fuko	特務捜査官レイ & 風子	OVA	4	Oct 10, 2006 to Feb 29, 2008	Unknown	Pixy	Unknown	Anime Antenna Iinkai	Visual novel	26 min. per ep.	Rx - Hentai	"N/A"	9198	3600	5	358	1695	183	187	1177	84	76	142	229	233	170	96	48	23	47									
4059	Clannad: Mou Hitotsu no Sekai, Tomoyo-hen		Drama, Romance, School	Clannad:Another World, Tomoyo Chapter	-クラナド-　もうひとつの世界　智代編	Special	1	Jul 16, 2008	Unknown	Pony Canyon	Sentai Filmworks	Kyoto Animation	Visual novel	23 min.	PG-13 - Teens 13 or older	"702"	765	302635	854	2546	271127	1109	877	26976	30333	42191	59717	41689	16312	6851	2190	832	468	642	"School
            

             School"								
4059	Clannad: Mou Hitotsu no Sekai, Tomoyo-hen		Drama, Romance, School	Clannad:Another World, Tomoyo Chapter	-クラナド-　もうひとつの世界　智代編	Special	1	Jul 16, 2008	Unknown	Pony Canyon	Sentai Filmworks	Kyoto Animation	Visual novel	23 min.	PG-13 - Teens 13 or older	"702"	765	302635	854	2546	271127	1109	877	26976	30333	42191	59717	41689	16312	6851	2190	832	468	642	"School
            

             School"								
4063	Sekirei		Action, Comedy, Ecchi, Harem, Super Power, Seinen	Sekirei	セキレイ	TV	12	Jul 2, 2008 to Sep 17, 2008	Summer 2008	Aniplex, Movic	Funimation	Seven Arcs	Manga	23 min. per ep.	R+ - Mild Nudity	"3969"	552	404454	1709	19079	275110	8974	13870	87421	14718	20823	42608	58723	34252	17872	8073	3638	1740	1175		"Seinen
           

            Seinen"	"Harem
           

            Harem
           
           ,
           
            Super Power
           

            Super Power"						
4063	Sekirei		Action, Comedy, Ecchi, Harem, Super Power, Seinen	Sekirei	セキレイ	TV	12	Jul 2, 2008 to Sep 17, 2008	Summer 2008	Aniplex, Movic	Funimation	Seven Arcs	Manga	23 min. per ep.	R+ - Mild Nudity	"3969"	552	404454	1709	19079	275110	8974	13870	87421	14718	20823	42608	58723	34252	17872	8073	3638	1740	1175		"Seinen
           

            Seinen"	"Harem
           

            Harem
           
           ,
           
            Super Power
           

            Super Power"						
4124	Futari wa Precure: Splash☆Star Movie - Tick Tack Kiki Ippatsu!		Fantasy, Mahou Shoujo	Unknown	映画 ふたりはプリキュア Splash Star チクタク危機一髪!	Movie	1	Dec 9, 2006	Unknown	Unknown	Unknown	Toei Animation	Original	50 min.	G - All Ages	"5522"	8178	5144	3	126	3186	94	137	1601	181	160	331	605	453	279	100	32	21	22	"Mahou Shoujo
           

            Mahou Shoujo"			"Fantasy
           

            Fantasy"					
4124	Futari wa Precure: Splash☆Star Movie - Tick Tack Kiki Ippatsu!		Fantasy, Mahou Shoujo	Unknown	映画 ふたりはプリキュア Splash Star チクタク危機一髪!	Movie	1	Dec 9, 2006	Unknown	Unknown	Unknown	Toei Animation	Original	50 min.	G - All Ages	"5522"	8178	5144	3	126	3186	94	137	1601	181	160	331	605	453	279	100	32	21	22	"Mahou Shoujo
           

            Mahou Shoujo"			"Fantasy
           

            Fantasy"					
4190	Harukanaru Toki no Naka de 3: Kurenai no Tsuki Special		Comedy, Fantasy	Unknown	遙かなる時空の中で3 紅の月 龍神温泉罰ゲームの巻	Special	1	2008	Unknown	Unknown	Unknown	Yumeta Company	Visual novel	7 min.	G - All Ages	"6342"	11810	1495	3	60	736	34	68	597	35	42	74	118	95	61	26	7	10	16									
4190	Harukanaru Toki no Naka de 3: Kurenai no Tsuki Special		Comedy, Fantasy	Unknown	遙かなる時空の中で3 紅の月 龍神温泉罰ゲームの巻	Special	1	2008	Unknown	Unknown	Unknown	Yumeta Company	Visual novel	7 min.	G - All Ages	"6342"	11810	1495	3	60	736	34	68	597	35	42	74	118	95	61	26	7	10	16									
4197	Blue Dragon: Tenkai no Shichi Ryuu		Adventure, Comedy, Fantasy	Blue Dragon:Trials of the Seven Shadows	BLUE DRAGON 天界の七竜	TV	51	Apr 5, 2008 to Mar 28, 2009	Spring 2008	TV Tokyo	VIZ Media	Pierrot	Game	20 min. per ep.	PG - Children	"6495"	4965	17792	18	799	11127	662	888	4316	465	453	1038	2139	1891	1105	374	176	76	95									
4197	Blue Dragon: Tenkai no Shichi Ryuu		Adventure, Comedy, Fantasy	Blue Dragon:Trials of the Seven Shadows	BLUE DRAGON 天界の七竜	TV	51	Apr 5, 2008 to Mar 28, 2009	Spring 2008	TV Tokyo	VIZ Media	Pierrot	Game	20 min. per ep.	PG - Children	"6495"	4965	17792	18	799	11127	662	888	4316	465	453	1038	2139	1891	1105	374	176	76	95									
4399	Honoo no Haramase Tenkousei		Hentai, Harem, School	Unknown	炎の孕ませ転校生	OVA	3	Oct 27, 2006 to Jul 27, 2007	Unknown	Himajin Planning	Unknown	T-Rex	Visual novel	29 min. per ep.	Rx - Hentai	"N/A"	6064	10704	30	1049	4935	517	470	3733	367	272	513	818	599	388	172	93	64	79			"Harem
           

            Harem
           
           ,
           
            School
           

            School"	"Hentai
           

            Hentai"					
4399	Honoo no Haramase Tenkousei		Hentai, Harem, School	Unknown	炎の孕ませ転校生	OVA	3	Oct 27, 2006 to Jul 27, 2007	Unknown	Himajin Planning	Unknown	T-Rex	Visual novel	29 min. per ep.	Rx - Hentai	"N/A"	6064	10704	30	1049	4935	517	470	3733	367	272	513	818	599	388	172	93	64	79			"Harem
           

            Harem
           
           ,
           
            School
           

            School"	"Hentai
           

            Hentai"					
4487	Ebenbourg no Kaze		Hentai	Unknown	エーベンブルグの風	OVA	2	Jul 25, 2003 to Sep 26, 2003	Unknown	Amumo	NuTech Digital	Arms	Visual novel	28 min. per ep.	Rx - Hentai	"N/A"	11044	1963	2	161	1016	89	125	572	43	17	41	107	118	129	69	46	28	48				"Hentai
           

            Hentai"					
4487	Ebenbourg no Kaze		Hentai	Unknown	エーベンブルグの風	OVA	2	Jul 25, 2003 to Sep 26, 2003	Unknown	Amumo	NuTech Digital	Arms	Visual novel	28 min. per ep.	Rx - Hentai	"N/A"	11044	1963	2	161	1016	89	125	572	43	17	41	107	118	129	69	46	28	48				"Hentai
           

            Hentai"					
4645	Kirameki no Kyoudai: Sex Crime		Hentai	Unknown	煌きの姉弟妹 ～SEX CRIME～	OVA	1	May 25, 2000	Unknown	Shinyusha	Unknown	Unknown	Manga	29 min.	Rx - Hentai	"N/A"	11000	1994	4	180	813	89	142	770	39	10	36	59	100	102	64	47	39	50				"Hentai
           

            Hentai"					
4645	Kirameki no Kyoudai: Sex Crime		Hentai	Unknown	煌きの姉弟妹 ～SEX CRIME～	OVA	1	May 25, 2000	Unknown	Shinyusha	Unknown	Unknown	Manga	29 min.	Rx - Hentai	"N/A"	11000	1994	4	180	813	89	142	770	39	10	36	59	100	102	64	47	39	50				"Hentai
           

            Hentai"					
5051	Macross XX		Action, Mecha	Unknown	マクロスXX	Special	1	Aug 25, 2002	Unknown	Unknown	Unknown	Gonzo	Original	2 min.	PG-13 - Teens 13 or older	"12018"	9513	3246	2	97	1703	61	105	1280	43	27	72	137	189	262	143	68	83	54	"Mecha
           

            Mecha"			"Action
           

            Action"					
5051	Macross XX		Action, Mecha	Unknown	マクロスXX	Special	1	Aug 25, 2002	Unknown	Unknown	Unknown	Gonzo	Original	2 min.	PG-13 - Teens 13 or older	"12018"	9513	3246	2	97	1703	61	105	1280	43	27	72	137	189	262	143	68	83	54	"Mecha
           

            Mecha"			"Action
           

            Action"					
5096	Doraemon Movie 28: Nobita to Midori no Kyojin Den		Adventure, Comedy, Fantasy, Kids, Shounen	Doraemon the Movie:Nobita and the Green Giant Legend	映画 ドラえもん のび太と緑の巨人伝	Movie	1	Mar 8, 2008	Unknown	TV Asahi	Unknown	Shin-Ei Animation	Unknown	1 hr. 52 min.	PG - Children	"1891"	5890	11497	8	161	10230	104	161	841	871	883	1848	2207	990	407	114	25	19	40					Doraemon Película 28:Doraemon y el Reino de Kibo			"Kids
            

             Kids
            
            ,
            
             Shounen
            

             Shounen"	
5096	Doraemon Movie 28: Nobita to Midori no Kyojin Den		Adventure, Comedy, Fantasy, Kids, Shounen	Doraemon the Movie:Nobita and the Green Giant Legend	映画 ドラえもん のび太と緑の巨人伝	Movie	1	Mar 8, 2008	Unknown	TV Asahi	Unknown	Shin-Ei Animation	Unknown	1 hr. 52 min.	PG - Children	"1891"	5890	11497	8	161	10230	104	161	841	871	883	1848	2207	990	407	114	25	19	40					Doraemon Película 28:Doraemon y el Reino de Kibo			"Kids
            

             Kids
            
            ,
            
             Shounen
            

             Shounen"	
5962	Metal Fight Beyblade		Adventure, Comedy, Sports, Kids	Beyblade:Metal Fusion	メタルファイト ベイブレード	TV	51	Apr 5, 2009 to Mar 28, 2010	Spring 2009	TV Tokyo, d-rights	Nelvana	Tatsunoko Production	Manga	25 min. per ep.	PG - Children	"4678"	2142	91323	426	2644	78813	1626	2969	5271	5579	4333	9600	17060	12714	7114	2242	935	437	280		"Kids
            

             Kids"			Beyblade:Metal Fusion	Bayblade Metal Fusion	Bayblade Metal Fusion		
5962	Metal Fight Beyblade		Adventure, Comedy, Sports, Kids	Beyblade:Metal Fusion	メタルファイト ベイブレード	TV	51	Apr 5, 2009 to Mar 28, 2010	Spring 2009	TV Tokyo, d-rights	Nelvana	Tatsunoko Production	Manga	25 min. per ep.	PG - Children	"4678"	2142	91323	426	2644	78813	1626	2969	5271	5579	4333	9600	17060	12714	7114	2242	935	437	280		"Kids
            

             Kids"			Beyblade:Metal Fusion	Bayblade Metal Fusion	Bayblade Metal Fusion		
6045	Kimi ni Todoke		Drama, Romance, School, Shoujo	Kimi ni Todoke:From Me to You	君に届け	TV	25	Oct 7, 2009 to Mar 31, 2010	Fall 2009	VAP, Nippon Television Network, Shueisha	NIS America, Inc.	Production I.G	Manga	22 min. per ep.	PG-13 - Teens 13 or older	"590"	169	922474	13514	59324	564944	33622	28365	236219	67784	95349	137309	93406	33548	13959	4613	1648	892	862	"School
            

             School"	"Shoujo
            

             Shoujo"			Kimi ni Todoke:From Me To You	Swako:Kimi ni Todoke			
6045	Kimi ni Todoke		Drama, Romance, School, Shoujo	Kimi ni Todoke:From Me to You	君に届け	TV	25	Oct 7, 2009 to Mar 31, 2010	Fall 2009	VAP, Nippon Television Network, Shueisha	NIS America, Inc.	Production I.G	Manga	22 min. per ep.	PG-13 - Teens 13 or older	"590"	169	922474	13514	59324	564944	33622	28365	236219	67784	95349	137309	93406	33548	13959	4613	1648	892	862	"School
            

             School"	"Shoujo
            

             Shoujo"			Kimi ni Todoke:From Me To You	Swako:Kimi ni Todoke			
6065	Lemon Angel YJ-ban		Romance, School	Unknown	レモンエンジェル（ＹＪ版）	OVA	2	Jul 6, 1990 to Aug 3, 1990	Unknown	Xebec	Unknown	MI	Manga	27 min. per ep.	R+ - Mild Nudity	"10872"	13429	906	0	70	306	28	87	415	13	6	11	20	41	52	38	6	10	22	"School
           

            School"			"Romance
           

            Romance"					
6065	Lemon Angel YJ-ban		Romance, School	Unknown	レモンエンジェル（ＹＪ版）	OVA	2	Jul 6, 1990 to Aug 3, 1990	Unknown	Xebec	Unknown	MI	Manga	27 min. per ep.	R+ - Mild Nudity	"10872"	13429	906	0	70	306	28	87	415	13	6	11	20	41	52	38	6	10	22	"School
           

            School"			"Romance
           

            Romance"					
6130	Marie & Gali		Comedy, Educational	Unknown	マリー & ガリー	TV	40	Mar 31, 2009 to Mar 23, 2010	Spring 2009	NHK	Unknown	Toei Animation	Original	5 min. per ep.	PG-13 - Teens 13 or older	"7458"	8530	4567	8	388	879	354	529	2417	45	55	105	227	240	165	64	42	16	25	"Educational
           

            Educational"			"Comedy
           

            Comedy"					
6130	Marie & Gali		Comedy, Educational	Unknown	マリー & ガリー	TV	40	Mar 31, 2009 to Mar 23, 2010	Spring 2009	NHK	Unknown	Toei Animation	Original	5 min. per ep.	PG-13 - Teens 13 or older	"7458"	8530	4567	8	388	879	354	529	2417	45	55	105	227	240	165	64	42	16	25	"Educational
           

            Educational"			"Comedy
           

            Comedy"					
6281	Asylum Session		Sci-Fi	The Asylum Session	アジール・セッション	Movie	1	Jul 11, 2009	Unknown	Unknown	Sentai Filmworks	CoMix Wave Films	Original	1 hr. 5 min.	R - 17+ (violence & profanity)	"12736"	8695	4335	4	137	1469	73	181	2475	34	27	63	113	168	231	149	129	97	126				"Sci-Fi
            

             Sci-Fi"					
6281	Asylum Session		Sci-Fi	The Asylum Session	アジール・セッション	Movie	1	Jul 11, 2009	Unknown	Unknown	Sentai Filmworks	CoMix Wave Films	Original	1 hr. 5 min.	R - 17+ (violence & profanity)	"12736"	8695	4335	4	137	1469	73	181	2475	34	27	63	113	168	231	149	129	97	126				"Sci-Fi
            

             Sci-Fi"					
6337	Hitoriga The Animation		Hentai	Unknown	独蛾 THE ANIMATION	OVA	4	Jun 26, 2009 to Sep 22, 2010	Unknown	Pink Pineapple	Unknown	Office Take Off, Cafe de Jeilhouse	Manga	28 min. per ep.	Rx - Hentai	"N/A"	7360	6617	16	644	3576	347	329	1721	200	162	306	498	469	383	164	90	79	72				"Hentai
           

            Hentai"					
6337	Hitoriga The Animation		Hentai	Unknown	独蛾 THE ANIMATION	OVA	4	Jun 26, 2009 to Sep 22, 2010	Unknown	Pink Pineapple	Unknown	Office Take Off, Cafe de Jeilhouse	Manga	28 min. per ep.	Rx - Hentai	"N/A"	7360	6617	16	644	3576	347	329	1721	200	162	306	498	469	383	164	90	79	72				"Hentai
           

            Hentai"					
6421	Fullmetal Alchemist: Brotherhood Specials		Action, Adventure, Drama, Fantasy, Military, Shounen	Fullmetal Alchemist:Brotherhood OVA Collection	鋼の錬金術師	Special	4	Aug 26, 2009 to Aug 25, 2010	Unknown	Aniplex, Square Enix	Funimation, Aniplex of America	Bones	Manga	15 min. per ep.	PG-13 - Teens 13 or older	"615"	1430	157149	194	4851	112066	2708	1108	36416	10635	15360	25123	16081	5019	1663	360	156	61	201	"Military
            

             Military"	"Shounen
            

             Shounen"				Fullmetal Alchemist:Brotherhood OAV Collection	Fullmetal Alchemist:Brootherhood OVA Collection		
6421	Fullmetal Alchemist: Brotherhood Specials		Action, Adventure, Drama, Fantasy, Military, Shounen	Fullmetal Alchemist:Brotherhood OVA Collection	鋼の錬金術師	Special	4	Aug 26, 2009 to Aug 25, 2010	Unknown	Aniplex, Square Enix	Funimation, Aniplex of America	Bones	Manga	15 min. per ep.	PG-13 - Teens 13 or older	"615"	1430	157149	194	4851	112066	2708	1108	36416	10635	15360	25123	16081	5019	1663	360	156	61	201	"Military
            

             Military"	"Shounen
            

             Shounen"				Fullmetal Alchemist:Brotherhood OAV Collection	Fullmetal Alchemist:Brootherhood OVA Collection		
6566	It's a Rumic World: 50th Anniversary Weekly★Shonen Sunday		Comedy, Sci-Fi	Unknown	It's a Rumic World:50th Anniversary Weekly★Shonen Sunday	Special	1	Jul 30, 2008 to Aug 11, 2008	Unknown	Shogakukan	Unknown	Sunrise	Manga	3 min.	PG-13 - Teens 13 or older	"4719"	8636	4426	9	96	3298	47	55	930	213	181	314	692	479	254	71	34	14	17									
6566	It's a Rumic World: 50th Anniversary Weekly★Shonen Sunday		Comedy, Sci-Fi	Unknown	It's a Rumic World:50th Anniversary Weekly★Shonen Sunday	Special	1	Jul 30, 2008 to Aug 11, 2008	Unknown	Shogakukan	Unknown	Sunrise	Manga	3 min.	PG-13 - Teens 13 or older	"4719"	8636	4426	9	96	3298	47	55	930	213	181	314	692	479	254	71	34	14	17									
6900	Tamagotchi!		Comedy, Kids	Unknown	たまごっち!	TV	143	Oct 12, 2009 to Sep 3, 2012	Fall 2009	Unknown	Unknown	OLM Digital	Game	25 min. per ep.	G - All Ages	"7131"	11524	1650	10	119	444	99	200	788	50	24	35	78	72	63	15	9	15	20		"Kids
           

            Kids"		"Comedy
           

            Comedy"					
6900	Tamagotchi!		Comedy, Kids	Unknown	たまごっち!	TV	143	Oct 12, 2009 to Sep 3, 2012	Fall 2009	Unknown	Unknown	OLM Digital	Game	25 min. per ep.	G - All Ages	"7131"	11524	1650	10	119	444	99	200	788	50	24	35	78	72	63	15	9	15	20		"Kids
           

            Kids"		"Comedy
           

            Comedy"					
6951	Yu☆Gi☆Oh! Movie: Chou Yuugou! Toki wo Koeta Kizuna		Adventure, Strategy Game, Time Travel, Shounen	Yu-Gi-Oh! 3D:Bonds Beyond Time	劇場版 遊☆戯☆王 ～超融合! 時空を越えた絆～	Movie	1	Jan 23, 2010	Unknown	TV Tokyo, Nihon Ad Systems	4Kids Entertainment, Flatiron Film Company	Gallop	Manga	49 min.	PG-13 - Teens 13 or older	"3512"	3069	48363	86	501	41784	246	256	5576	2839	2921	6054	9245	4898	2424	942	412	192	110		"Shounen
            

             Shounen"	"Strategy Game
            

             Strategy Game
            
            ,
            
             Time Travel
            

             Time Travel"	"Adventure
            

             Adventure"			Yu-Gi-Oh! Bonds Beyond Time		
6951	Yu☆Gi☆Oh! Movie: Chou Yuugou! Toki wo Koeta Kizuna		Adventure, Strategy Game, Time Travel, Shounen	Yu-Gi-Oh! 3D:Bonds Beyond Time	劇場版 遊☆戯☆王 ～超融合! 時空を越えた絆～	Movie	1	Jan 23, 2010	Unknown	TV Tokyo, Nihon Ad Systems	4Kids Entertainment, Flatiron Film Company	Gallop	Manga	49 min.	PG-13 - Teens 13 or older	"3512"	3069	48363	86	501	41784	246	256	5576	2839	2921	6054	9245	4898	2424	942	412	192	110		"Shounen
            

             Shounen"	"Strategy Game
            

             Strategy Game
            
            ,
            
             Time Travel
            

             Time Travel"	"Adventure
            

             Adventure"			Yu-Gi-Oh! Bonds Beyond Time		
7081	Danball Senki		Action, Mecha, Kids	LBX:Little Battlers eXperience	ダンボール戦機	TV	44	Mar 2, 2011 to Jan 11, 2012	Spring 2011	TV Tokyo, Dentsu	Dentsu Entertainment USA	OLM	Game	23 min. per ep.	G - All Ages	"4133"	6237	9995	48	663	5691	461	562	2618	339	385	871	1396	825	454	107	55	31	29	"Mecha
            

             Mecha"	"Kids
            

             Kids"		"Action
            

             Action"					
7081	Danball Senki		Action, Mecha, Kids	LBX:Little Battlers eXperience	ダンボール戦機	TV	44	Mar 2, 2011 to Jan 11, 2012	Spring 2011	TV Tokyo, Dentsu	Dentsu Entertainment USA	OLM	Game	23 min. per ep.	G - All Ages	"4133"	6237	9995	48	663	5691	461	562	2618	339	385	871	1396	825	454	107	55	31	29	"Mecha
            

             Mecha"	"Kids
            

             Kids"		"Action
            

             Action"					
7174	Usaru-san		Kids	Unknown	うさるさん	Special	4	Oct 3, 2009 to Oct 10, 2009	Unknown	Unknown	Unknown	OLM	Other	2 min. per ep.	PG - Children	"9614"	12172	1314	2	35	978	11	70	220	35	22	51	156	199	143	64	29	23	17		"Kids
           

            Kids"							
7174	Usaru-san		Kids	Unknown	うさるさん	Special	4	Oct 3, 2009 to Oct 10, 2009	Unknown	Unknown	Unknown	OLM	Other	2 min. per ep.	PG - Children	"9614"	12172	1314	2	35	978	11	70	220	35	22	51	156	199	143	64	29	23	17		"Kids
           

            Kids"							
7561	Kaitou Reinya		Comedy	Unknown	怪盗レーニャ	TV	12	Jan 9, 2010 to Mar 27, 2010	Winter 2010	Kadokawa Pictures Japan	Unknown	Stingray	4-koma manga	3 min. per ep.	PG - Children	"11043"	9119	3706	0	179	2122	120	348	937	56	49	125	282	348	391	216	149	46	53				"Comedy
           

            Comedy"	Phantom Thief Reinya				
7561	Kaitou Reinya		Comedy	Unknown	怪盗レーニャ	TV	12	Jan 9, 2010 to Mar 27, 2010	Winter 2010	Kadokawa Pictures Japan	Unknown	Stingray	4-koma manga	3 min. per ep.	PG - Children	"11043"	9119	3706	0	179	2122	120	348	937	56	49	125	282	348	391	216	149	46	53				"Comedy
           

            Comedy"	Phantom Thief Reinya				
7661	Giant Killing		Drama, Sports, Team Sports, Seinen	Giant Killing	ジャイアントキリング	TV	26	Apr 4, 2010 to Sep 26, 2010	Spring 2010	NHK	Unknown	Studio Deen	Manga	24 min. per ep.	PG-13 - Teens 13 or older	"1690"	2520	69827	371	4174	40973	3276	3635	17769	2393	5348	10769	9975	4046	1605	501	201	92	85	"Team Sports
           

            Team Sports"	"Seinen
           

            Seinen"							
7661	Giant Killing		Drama, Sports, Team Sports, Seinen	Giant Killing	ジャイアントキリング	TV	26	Apr 4, 2010 to Sep 26, 2010	Spring 2010	NHK	Unknown	Studio Deen	Manga	24 min. per ep.	PG-13 - Teens 13 or older	"1690"	2520	69827	371	4174	40973	3276	3635	17769	2393	5348	10769	9975	4046	1605	501	201	92	85	"Team Sports
           

            Team Sports"	"Seinen
           

            Seinen"							
7771	Chiisana Jumbo		Fantasy, Music, Kids	Little Jumbo	小さなジャンボ	Movie	1	Sep 10, 1977	Unknown	Sanrio	Unknown	Unknown	Unknown	28 min.	G - All Ages	"10893"	14021	763	0	27	432	9	83	212	17	7	30	40	61	68	50	22	9	16	"Music
            

             Music"	"Kids
            

             Kids"		"Fantasy
            

             Fantasy"					
7771	Chiisana Jumbo		Fantasy, Music, Kids	Little Jumbo	小さなジャンボ	Movie	1	Sep 10, 1977	Unknown	Sanrio	Unknown	Unknown	Unknown	28 min.	G - All Ages	"10893"	14021	763	0	27	432	9	83	212	17	7	30	40	61	68	50	22	9	16	"Music
            

             Music"	"Kids
            

             Kids"		"Fantasy
            

             Fantasy"					
8332	Kudan		Award Winning, Fantasy	Unknown	クダン	Movie	1	2008	Unknown	Unknown	Unknown	Unknown	Unknown	9 min.	PG - Children	"8204"	16493	410	0	15	258	5	36	96	10	10	26	41	51	36	10	8	3	7									
